id	url	status	started_at	completed_at	report_num	score	error	retries
14	https://jobs.ashbyhq.com/sierra/0c892d11-9f19-4b8d-9c2b-409346c52b7a	failed	2026-05-06T16:04:02Z	2026-05-06T16:04:03Z	014	-	Credit balance is too low 	1
16	https://jobs.ashbyhq.com/perplexity/fed8d2c4-9c82-43ad-a168-434146c759ff	failed	2026-05-06T16:04:05Z	2026-05-06T16:04:06Z	015	-	Credit balance is too low 	1
15	https://job-boards.greenhouse.io/blackforestlabs/jobs/5019171008	failed	2026-05-06T16:04:05Z	2026-05-06T16:04:06Z	016	-	Credit balance is too low 	1
18	https://careers.airbnb.com/positions/7256787?gh_jid=7256787	failed	2026-05-06T16:04:08Z	2026-05-06T16:04:09Z	017	-	Credit balance is too low 	1
17	https://careers.airbnb.com/positions/7640881?gh_jid=7640881	failed	2026-05-06T16:04:08Z	2026-05-06T16:04:09Z	018	-	Credit balance is too low 	1
20	https://careers.airbnb.com/positions/7463663?gh_jid=7463663	failed	2026-05-06T16:04:11Z	2026-05-06T16:04:12Z	019	-	Credit balance is too low 	1
19	https://careers.airbnb.com/positions/7683174?gh_jid=7683174	failed	2026-05-06T16:04:11Z	2026-05-06T16:04:12Z	020	-	Credit balance is too low 	1
22	https://careers.airbnb.com/positions/7095225?gh_jid=7095225	failed	2026-05-06T16:04:14Z	2026-05-06T16:04:15Z	021	-	Credit balance is too low 	1
21	https://careers.airbnb.com/positions/7733495?gh_jid=7733495	failed	2026-05-06T16:04:14Z	2026-05-06T16:04:15Z	022	-	Credit balance is too low 	1
23	https://instacart.careers/job/?gh_jid=7754354	failed	2026-05-06T16:04:17Z	2026-05-06T16:04:18Z	023	-	Credit balance is too low 	1
24	https://instacart.careers/job/?gh_jid=7728839	failed	2026-05-06T16:04:17Z	2026-05-06T16:04:18Z	024	-	Credit balance is too low 	1
25	https://job-boards.greenhouse.io/twilio/jobs/7155492	failed	2026-05-06T16:04:19Z	2026-05-06T16:04:20Z	025	-	Credit balance is too low 	1
26	https://job-boards.greenhouse.io/twilio/jobs/7551660	failed	2026-05-06T16:04:20Z	2026-05-06T16:04:21Z	026	-	Credit balance is too low 	1
27	https://job-boards.greenhouse.io/twilio/jobs/7782805	failed	2026-05-06T16:04:22Z	2026-05-06T16:04:23Z	027	-	Credit balance is too low 	1
28	https://job-boards.greenhouse.io/affirm/jobs/7713579003	failed	2026-05-06T16:04:23Z	2026-05-06T16:04:24Z	028	-	Credit balance is too low 	1
29	https://job-boards.greenhouse.io/affirm/jobs/7704631003	failed	2026-05-06T16:04:25Z	2026-05-06T16:04:26Z	029	-	Credit balance is too low 	1
30	https://job-boards.greenhouse.io/affirm/jobs/7532268003	failed	2026-05-06T16:04:26Z	2026-05-06T16:04:27Z	030	-	Credit balance is too low 	1
31	https://job-boards.greenhouse.io/affirm/jobs/7715407003	failed	2026-05-06T16:04:28Z	2026-05-06T16:04:29Z	031	-	Credit balance is too low 	1
32	https://job-boards.greenhouse.io/affirm/jobs/7715405003	failed	2026-05-06T16:04:29Z	2026-05-06T16:04:30Z	032	-	Credit balance is too low 	1
33	https://app.careerpuck.com/job-board/lyft/job/8477563002?gh_jid=8477563002	failed	2026-05-06T16:04:31Z	2026-05-06T16:04:32Z	033	-	Credit balance is too low 	1
34	https://app.careerpuck.com/job-board/lyft/job/8367674002?gh_jid=8367674002	failed	2026-05-06T16:04:32Z	2026-05-06T16:04:33Z	034	-	Credit balance is too low 	1
35	https://app.careerpuck.com/job-board/lyft/job/8503985002?gh_jid=8503985002	failed	2026-05-06T16:04:34Z	2026-05-06T16:04:35Z	035	-	Credit balance is too low 	1
36	https://app.careerpuck.com/job-board/lyft/job/8427742002?gh_jid=8427742002	failed	2026-05-06T16:04:35Z	2026-05-06T16:04:36Z	036	-	Credit balance is too low 	1
37	https://app.careerpuck.com/job-board/lyft/job/8474660002?gh_jid=8474660002	failed	2026-05-06T16:04:37Z	2026-05-06T16:04:38Z	037	-	Credit balance is too low 	1
38	https://app.careerpuck.com/job-board/lyft/job/8503982002?gh_jid=8503982002	failed	2026-05-06T16:04:38Z	2026-05-06T16:04:39Z	038	-	Credit balance is too low 	1
39	https://app.careerpuck.com/job-board/lyft/job/7888101002?gh_jid=7888101002	failed	2026-05-06T16:04:40Z	2026-05-06T16:04:41Z	039	-	Credit balance is too low 	1
40	https://app.careerpuck.com/job-board/lyft/job/8479543002?gh_jid=8479543002	failed	2026-05-06T16:04:41Z	2026-05-06T16:04:42Z	040	-	Credit balance is too low 	1
41	https://app.careerpuck.com/job-board/lyft/job/8397196002?gh_jid=8397196002	failed	2026-05-06T16:04:43Z	2026-05-06T16:04:44Z	041	-	Credit balance is too low 	1
42	https://app.careerpuck.com/job-board/lyft/job/8474709002?gh_jid=8474709002	failed	2026-05-06T16:04:44Z	2026-05-06T16:04:45Z	042	-	Credit balance is too low 	1
43	https://app.careerpuck.com/job-board/lyft/job/8461103002?gh_jid=8461103002	failed	2026-05-06T16:04:46Z	2026-05-06T16:04:47Z	043	-	Credit balance is too low 	1
44	https://www.brex.com/careers/8523806002?gh_jid=8523806002	failed	2026-05-06T16:04:47Z	2026-05-06T16:04:48Z	044	-	Credit balance is too low 	1
45	https://www.brex.com/careers/8430196002?gh_jid=8430196002	failed	2026-05-06T16:04:49Z	2026-05-06T16:04:50Z	045	-	Credit balance is too low 	1
46	https://www.brex.com/careers/8366850002?gh_jid=8366850002	failed	2026-05-06T16:04:50Z	2026-05-06T16:04:51Z	046	-	Credit balance is too low 	1
47	https://www.brex.com/careers/8430197002?gh_jid=8430197002	failed	2026-05-06T16:04:52Z	2026-05-06T16:04:53Z	047	-	Credit balance is too low 	1
48	https://boards.greenhouse.io/chime/jobs/8477424002?gh_jid=8477424002	failed	2026-05-06T16:04:53Z	2026-05-06T16:04:54Z	048	-	Credit balance is too low 	1
49	https://boards.greenhouse.io/chime/jobs/8382253002?gh_jid=8382253002	failed	2026-05-06T16:04:55Z	2026-05-06T16:04:56Z	049	-	Credit balance is too low 	1
50	https://boards.greenhouse.io/chime/jobs/8505462002?gh_jid=8505462002	failed	2026-05-06T16:04:56Z	2026-05-06T16:04:57Z	050	-	Credit balance is too low 	1
51	https://boards.greenhouse.io/chime/jobs/8457140002?gh_jid=8457140002	failed	2026-05-06T16:04:58Z	2026-05-06T16:04:59Z	051	-	Credit balance is too low 	1
52	https://jobs.dropbox.com/listing/7739553?gh_jid=7739553	failed	2026-05-06T16:04:59Z	2026-05-06T16:05:00Z	052	-	Credit balance is too low 	1
53	https://jobs.dropbox.com/listing/7739574?gh_jid=7739574	failed	2026-05-06T16:05:01Z	2026-05-06T16:05:02Z	053	-	Credit balance is too low 	1
54	https://jobs.dropbox.com/listing/7739568?gh_jid=7739568	failed	2026-05-06T16:05:02Z	2026-05-06T16:05:03Z	054	-	Credit balance is too low 	1
55	https://jobs.dropbox.com/listing/7595183?gh_jid=7595183	failed	2026-05-06T16:05:04Z	2026-05-06T16:05:05Z	055	-	Credit balance is too low 	1
56	https://jobs.dropbox.com/listing/7739571?gh_jid=7739571	failed	2026-05-06T16:05:05Z	2026-05-06T16:05:06Z	056	-	Credit balance is too low 	1
57	https://jobs.dropbox.com/listing/7595186?gh_jid=7595186	failed	2026-05-06T16:05:07Z	2026-05-06T16:05:08Z	057	-	Credit balance is too low 	1
58	https://www.okta.com/company/careers/opportunity/6856431?gh_jid=6856431	failed	2026-05-06T16:05:08Z	2026-05-06T16:05:09Z	058	-	Credit balance is too low 	1
59	https://www.okta.com/company/careers/opportunity/7615384?gh_jid=7615384	failed	2026-05-06T16:05:10Z	2026-05-06T16:05:11Z	059	-	Credit balance is too low 	1
60	https://www.okta.com/company/careers/opportunity/7818510?gh_jid=7818510	failed	2026-05-06T16:05:11Z	2026-05-06T16:05:12Z	060	-	Credit balance is too low 	1
61	https://www.okta.com/company/careers/opportunity/7572029?gh_jid=7572029	failed	2026-05-06T16:05:13Z	2026-05-06T16:05:14Z	061	-	Credit balance is too low 	1
62	https://www.okta.com/company/careers/opportunity/7874907?gh_jid=7874907	failed	2026-05-06T16:05:14Z	2026-05-06T16:05:15Z	062	-	Credit balance is too low 	1
63	https://www.okta.com/company/careers/opportunity/7633454?gh_jid=7633454	failed	2026-05-06T16:05:16Z	2026-05-06T16:05:17Z	063	-	Credit balance is too low 	1
64	https://www.okta.com/company/careers/opportunity/7674814?gh_jid=7674814	failed	2026-05-06T16:05:17Z	2026-05-06T16:05:18Z	064	-	Credit balance is too low 	1
65	https://www.okta.com/company/careers/opportunity/7572037?gh_jid=7572037	failed	2026-05-06T16:05:19Z	2026-05-06T16:05:20Z	065	-	Credit balance is too low 	1
66	https://www.fivetran.com/careers/job?gh_jid=6666499003	failed	2026-05-06T16:05:20Z	2026-05-06T16:05:21Z	066	-	Credit balance is too low 	1
67	https://www.fivetran.com/careers/job?gh_jid=7644168003	failed	2026-05-06T16:05:22Z	2026-05-06T16:05:23Z	067	-	Credit balance is too low 	1
68	https://www.fivetran.com/careers/job?gh_jid=7694977003	failed	2026-05-06T16:05:23Z	2026-05-06T16:05:24Z	068	-	Credit balance is too low 	1
69	https://www.fivetran.com/careers/job?gh_jid=6648720003	failed	2026-05-06T16:05:25Z	2026-05-06T16:05:26Z	069	-	Credit balance is too low 	1
70	https://www.fivetran.com/careers/job?gh_jid=7487101003	failed	2026-05-06T16:05:26Z	2026-05-06T16:05:27Z	070	-	Credit balance is too low 	1
71	https://job-boards.greenhouse.io/project44/jobs/7681532	failed	2026-05-06T16:05:28Z	2026-05-06T16:05:29Z	071	-	Credit balance is too low 	1
72	https://job-boards.greenhouse.io/project44/jobs/7758046	failed	2026-05-06T16:05:29Z	2026-05-06T16:05:30Z	072	-	Credit balance is too low 	1
73	https://jobs.lever.co/spotify/66492688-d5b0-4cf8-b1a4-4a715157edd9	failed	2026-05-06T16:05:31Z	2026-05-06T16:05:32Z	073	-	Credit balance is too low 	1
74	https://jobs.lever.co/spotify/db6450c7-5017-4aa5-8a64-52e39f1ed525	failed	2026-05-06T16:05:32Z	2026-05-06T16:05:33Z	074	-	Credit balance is too low 	1
75	https://jobs.lever.co/spotify/baa87498-b0a3-4ac5-b197-a224e93c8a07	failed	2026-05-06T16:05:34Z	2026-05-06T16:05:35Z	075	-	Credit balance is too low 	1
76	https://jobs.lever.co/spotify/87ac8be9-799d-414f-b855-70a1cf2729b4	failed	2026-05-06T16:05:35Z	2026-05-06T16:05:36Z	076	-	Credit balance is too low 	1
77	https://jobs.lever.co/spotify/4303f795-d0a5-41ed-8c78-0941780b6e54	failed	2026-05-06T16:05:37Z	2026-05-06T16:05:38Z	077	-	Credit balance is too low 	1
78	https://jobs.lever.co/spotify/5d36b6f4-e89d-4a01-985c-59a184080440	failed	2026-05-06T16:05:38Z	2026-05-06T16:05:39Z	078	-	Credit balance is too low 	1
79	https://jobs.lever.co/spotify/48e5f3e3-2a32-4088-bb61-684202899d1c	failed	2026-05-06T16:05:40Z	2026-05-06T16:05:41Z	079	-	Credit balance is too low 	1
80	https://jobs.lever.co/spotify/6fe64020-9ec1-4aed-a15c-1c32dcda6248	failed	2026-05-06T16:05:41Z	2026-05-06T16:05:42Z	080	-	Credit balance is too low 	1
81	https://www.brex.com/careers/8430182002?gh_jid=8430182002	failed	2026-05-06T16:05:43Z	2026-05-06T16:05:44Z	081	-	Credit balance is too low 	1
82	https://www.fivetran.com/careers/job?gh_jid=7549451003	failed	2026-05-06T16:05:44Z	2026-05-06T16:05:45Z	082	-	Credit balance is too low 	1
83	https://instacart.careers/job/?gh_jid=7872360	completed	2026-05-07T00:00:00Z	2026-05-07T00:05:00Z	083	4.1		0
